	data_collection_round	Marital status - Head of Household	single_headed_household	Number household member boy under5 years old	Number household member _girl_under5 years old	Number household member boy_5_17 years old	household_girl_5_17	number adult household members years old	Total household number	diarrhea_under_5	house_type	Households use bottled water as drinking water source	Household treating water	Improvedsanitationfacility	Mentionedafterdefecating	Mentionedbeforeeating	Mentionedbeforeeatingafterdefecating	Mentionedbeforefeedingchild	handwashingfull	Household praticing open defecation	Frequency respondant report handwhashing a day	Improved water source
4710	End-line	Married	No	0	0	0	0	3	3	No	Makeshift shelter	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4711	End-line	Married	No	1	0	2	2	2	7	No	Hut	Other source	No	Unimproved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
4712	End-line	Married	No	0	0	2	1	2	5	No	Timber and concrete	Other source	No	Unimproved toilet facility	Yes	Yes	Yes	Yes	No Handwashing facility	Open defecation	7 times and more	Improved water source
4713	End-line	Married	No	0	1	1	0	2	4	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4714	End-line	Married	No	0	0	1	1	3	5	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4715	End-line	Married	No	1	1	0	0	2	4	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4716	End-line	Married	No	0	0	0	1	4	5	No	Timber frame	Other source	Yes	Improved toilet facility	No	Yes	No	No	No Handwashing facility	No open defecation	3 - 4 times	Improved water source
4717	End-line	Widowed	Yes	0	0	2	1	3	6	No	Concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4718	End-line	Married	No	0	0	3	1	4	8	No	Timber and concrete	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	Open defecation	7 times and more	Improved water source
4719	End-line	Married	No	1	0	1	1	2	5	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4720	End-line	Married	No	1	0	1	1	2	5	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4721	End-line	Married	No	1	0	4	1	8	14	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	0 - 2 times	Improved water source
4722	End-line	Married	No	0	0	1	0	2	3	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility without Water and Soap	No open defecation	3 - 4 times	Improved water source
4723	End-line	Married	No	1	0	1	2	2	6	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4724	End-line	Married	No	1	0	0	0	6	7	No	Concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4725	End-line	Married	No	0	0	0	0	5	5	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4726	End-line	Married	No	0	0	3	0	2	5	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water without Soap	No open defecation	5 - 6 times	Improved water source
4727	End-line	Married	No	0	0	1	1	5	7	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4728	End-line	Married	No	0	0	1	1	2	4	No	Timber and concrete	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
4729	End-line	Married	No	0	1	0	0	2	3	No	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4730	End-line	Married	No	0	0	0	0	2	2	No	Timber and concrete	Bottled water	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4731	End-line	Married	No	0	0	0	0	5	5	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4732	End-line	Widowed	Yes	1	0	0	0	3	4	Yes	Timber frame	Bottled water	No	Improved toilet facility	No	Yes	No	No	No Handwashing facility	No open defecation	5 - 6 times	Improved water source
4733	End-line	Married	No	0	1	1	0	2	4	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4734	End-line	Married	No	0	0	1	2	5	8	No	Timber frame	Other source	No	Unimproved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
4735	End-line	Married	No	1	1	1	0	2	5	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4736	End-line	Married	No	1	1	1	2	1	6	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4737	End-line	Married	No	0	2	0	1	2	5	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4738	End-line	Married	No	0	0	3	0	2	5	No	Hut	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility without Water and Soap	No open defecation	3 - 4 times	Unimproved water source
4739	End-line	Married	No	1	0	3	0	4	8	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4740	End-line	Married	No	0	0	0	1	4	5	No	Timber and concrete	Other source	No	Improved toilet facility	No	Yes	No	Yes	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
4741	End-line	Married	No	0	0	1	0	3	4	No	Timber and concrete	Other source	Yes	Improved toilet facility	No	Yes	No	No	No Handwashing facility	No open defecation	3 - 4 times	Improved water source
4742	End-line	Married	No	0	0	2	0	1	3	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4743	End-line	Married	No	0	0	0	0	5	5	No	Concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4744	End-line	Married	No	1	0	2	0	2	5	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4745	End-line	Married	No	0	0	0	3	3	6	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4746	End-line	Married	No	0	0	1	0	3	4	No	Concrete	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4747	End-line	Married	No	0	0	2	2	4	8	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Unimproved water source
4748	End-line	Married	No	0	0	1	1	2	4	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	3 - 4 times	Improved water source
4749	End-line	Married	No	1	0	1	0	5	7	No	Timber and concrete	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4750	End-line	Married	No	0	1	2	0	5	8	No	Hut	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4751	End-line	Married	No	2	0	0	0	5	7	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4752	End-line	Married	No	0	1	2	0	2	5	No	Timber frame	Other source	Yes	Improved toilet facility	No	Yes	No	Yes	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Unimproved water source
4753	End-line	Married	No	2	0	4	0	2	8	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4754	End-line	Married	No	0	1	1	0	2	4	Yes	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	No Handwashing facility	No open defecation	7 times and more	Improved water source
4755	End-line	Married	No	0	0	0	1	2	3	No	Concrete	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
4756	End-line	Married	No	0	0	1	1	2	4	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4757	End-line	Married	No	2	0	1	2	2	7	No	Timber and concrete	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4758	End-line	Married	No	2	0	0	0	2	4	No	Hut	Other source	No	Unimproved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	Open defecation	7 times and more	Improved water source
4759	End-line	Married	No	2	2	3	1	5	13	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4760	End-line	Married	No	0	0	0	0	2	2	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4761	End-line	Married	No	2	0	0	1	2	5	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4762	End-line	Married	No	0	1	3	2	2	8	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4763	End-line	Married	No	1	0	2	1	3	7	No	Concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
4764	End-line	Married	No	0	0	1	0	3	4	No	Timber and concrete	Bottled water	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4765	End-line	Married	No	0	0	0	0	1	1	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4766	End-line	Married	No	1	0	2	1	3	7	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	3 - 4 times	Improved water source
4767	End-line	Married	No	1	0	0	3	2	6	No	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4768	End-line	Married	No	1	0	0	1	2	4	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4769	End-line	Married	No	0	0	2	1	3	6	No	Hut	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4770	End-line	Married	No	0	0	2	1	4	7	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility without Water and Soap	No open defecation	5 - 6 times	Improved water source
4771	End-line	Married	No	0	1	1	2	2	6	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
4772	End-line	Married	No	0	1	0	0	3	4	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4773	End-line	Married	No	1	2	1	1	2	7	Yes	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4774	End-line	Married	No	1	0	0	1	2	4	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4775	End-line	Married	No	0	0	2	1	2	5	No	Timber frame	Bottled water	No	Unimproved toilet facility	No	Yes	No	Yes	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
4776	End-line	Divorced	Yes	0	0	1	0	3	4	No	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4777	End-line	Married	No	1	1	0	0	3	5	No	Timber frame	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	Open defecation	7 times and more	Improved water source
4778	End-line	Married	No	0	0	0	1	2	3	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Unimproved water source
4779	End-line	Married	No	1	1	0	0	2	4	No	Timber frame	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
4780	End-line	Married	No	0	0	0	0	3	3	No	Timber and concrete	Bottled water	No	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
4781	End-line	Married	No	0	2	2	0	3	7	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4782	End-line	Married	No	0	0	0	2	4	6	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4783	End-line	Married	No	0	1	2	2	2	7	No	Timber frame	Other source	Yes	Improved toilet facility	No	Yes	No	Yes	Handwashing facility without Water and Soap	Open defecation	7 times and more	Improved water source
4784	End-line	Married	No	0	0	0	0	2	2	No	Timber frame	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4785	End-line	Married	No	0	0	1	1	5	7	No	Timber and concrete	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Unimproved water source
4786	End-line	Married	No	0	0	1	1	3	5	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	No Handwashing facility	No open defecation	3 - 4 times	Unimproved water source
4787	End-line	Married	No	1	0	0	0	4	5	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4788	End-line	Married	No	1	0	2	2	2	7	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4789	End-line	Married	No	1	1	2	0	3	7	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
